"","name.cell_line","name.virus","code","genome_coverage"
"12063","SNU840","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.099
"12064","MELHO","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.123
"12065","NCIH847","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.06
"12066","SKMEL3","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.125
"12067","HPAC","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.071
"12068","SIMA","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.066
"12069","SKCO1","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.099
"12070","HS616T","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.111
"12071","NCIH1944","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.104
"12072","HS229T","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.118
"12073","LNCAPCLONEFGC","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.201
"12074","BT20","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.084
"12075","COLO699","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.025
"12076","MHHCALL3","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.097
"12077","NCIH2023","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.102
"12078","NCIH2171","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.083
"12079","DM3","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.067
"12080","NCIH196","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.068
"12081","SW1116","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.068
"12082","NCIH82","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.128
"12083","SKLMS1","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.124
"12084","NUDUL1","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.123
"12085","SNU119","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.106
"12086","NCIH1092","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.129
"12087","HS343T","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.104
"12088","CJM","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.071
"12089","NCIH661","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.067
"12090","L540","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.116
"12091","JIYOYE","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.027
"12092","JHH2","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.135
"12093","NIHOVCAR3","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.032
"12094","HCC193","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.093
"12095","LS123","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.187
"12096","LP1","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.054
"12097","PANC0213","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.071
"12098","NCIH1623","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.129
"12099","GOS3","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.072
"12100","HT29","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.062
"12101","KP3","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.117
"12102","HGC27","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.028
"12103","HS944T","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.187
"12104","TCCSUP","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.088
"12105","RERFLCSQ1","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.115
"12106","JHH7","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.201
"12107","TE6","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.105
"12108","COLO829","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.098
"12109","CAOV3","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.097
"12110","OVSAHO","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.175
"12111","SW1783","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.107
"12112","EJM","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.11
"12113","TE14","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.069
"12114","NCIH3255","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.072
"12115","HCC2157","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.068
"12116","SNU520","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.154
"12117","HSC4","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.25
"12118","YD8","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.098
"12119","HCC1395","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.154
"12120","NCIH2081","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.101
"12121","CAKI1","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.022
"12122","KOPN8","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.1
"12123","JHUEM3","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.259
"12124","SH4","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.098
"12125","NAMALWA","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.134
"12126","ONS76","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.17
"12127","UACC257","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.1
"12128","KMS34","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.114
"12129","MONOMAC1","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.066
"12130","T24","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.106
"12131","HEC151","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.122
"12132","AN3CA","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.109
"12133","KHM1B","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.101
"12134","MDAMB415","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.13
"12135","CAPAN1","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.109
"12136","HT1197","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.118
"12137","RMUGS","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.125
"12138","KS1","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.108
"12139","8505C","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.131
"12140","TE4","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.096
"12141","GRANTA519","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.12
"12142","LU99","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.131
"12143","THP1","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.08
"12144","SIGM5","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.124
"12145","NCIH1618","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.034
"12146","NCIH1963","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.084
"12147","HCC630","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.026
"12148","NCIH2106","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.068
"12149","OUMS23","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.161
"12150","DMS53","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.038
"12151","MOLT13","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.123
"12152","GP5D","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.026
"12153","GB1","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.067
"12154","HEP2","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.04
"12155","K029AX","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.193
"12156","NCIH526","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.092
"12157","A2058","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.068
"12158","FTC238","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.125
"12159","PANC0504","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.119
"12160","HEP3B217","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.035
"12161","KYSE150","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.039
"12162","RERFLCMS","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.093
"12163","NCIH510","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.09
"12164","COV413A","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.051
"12165","KMS20","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.065
"12166","KMRC1","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.17
"12167","CL40","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.101
"12168","NCIH322","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.07
"12169","MDST8","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.116
"12170","OVKATE","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.027
"12171","MPP89","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.12
"12172","NCIH2228","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.171
"12173","KMS27","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.11
"12174","HS281T","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.126
"12175","SKMEL28","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.121
"12176","SUDHL16","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.041
"12177","NCIH2286","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.118
"12178","MOLT3","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.11
"12179","COLO792","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.085
"12180","CPCN","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.052
"12181","C2BBE1","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.027
"12182","NCIH2029","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.124
"12183","NCIH2291","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.089
"12184","SNU1077","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.068
"12185","HEC1A","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.082
"12186","SNU1040","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.135
"12187","TE617T","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.067
"12188","RH41","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.077
"12189","SW1710","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.117
"12190","YD10B","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.065
"12191","NCIH1355","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.114
"12192","JHH1","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.129
"12193","RT4","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.036
"12194","RPMI8402","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.114
"12195","MKN74","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.099
"12196","CHP126","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.096
"12197","HCC38","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.133
"12198","MHHCALL4","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.103
"12199","MHHES1","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.105
"12200","SNU245","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.086
"12201","ECGI10","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.072
"12202","DV90","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.103
"12203","SQ1","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.099
"12204","HS695T","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.16
"12205","HCC4006","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.106
"12206","SNU1041","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.106
"12207","OCIAML3","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.099
"12208","G22","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.066
"12209","U2OS","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.159
"12210","HCC70","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.069
"12211","REH","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.122
"12212","A253","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.114
"12213","L33","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.11
"12214","A4FUK","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.092
"12215","HS706T","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.105
"12216","UACC62","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.067
"12217","EFM192B","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.037
"12218","CAL120","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.068
"12219","HS852T","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.1
"12220","SF268","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.102
"12221","NCIH1930","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.101
"12222","NCIH1975","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.108
"12223","G84","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.039
"12224","NCIH1184","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.162
"12225","UBLC1","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.114
"12226","LOUCY","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.112
"12227","AMO1","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.069
"12228","BICR56","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.112
"12229","RS411","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.099
"12230","MOLP2","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.07
"12231","CFPAC1","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.118
"12232","GP2D","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.089
"12233","HS172T","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.119
"12234","NCIH441","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.236
"12235","OSRC2","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.135
"12236","GDM1","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.122
"12237","HCC1428","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.069
"12238","RERFLCAD2","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.096
"12239","SNU668","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.129
"12240","NCIH1299","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.097
"12241","HS840T","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.125
"12242","HEC108","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.176
"12243","COLO678","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.108
"12244","KYSE140","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.112
"12245","RCM1","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.101
"12246","CAL54","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.128
"12247","BCPAP","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.12
"12248","SKLU1","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.201
"12249","T84","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.105
"12250","NCIH1793","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.094
"12251","NCIH2126","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.103
"12252","SKMM2","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.122
"12253","HCC60","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.025
"12254","KYSE450","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.104
"12255","MG63","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.101
"12256","HS618T","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.133
"12257","HCC1500","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.17
"12258","KPNRTBM1","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.124
"12259","KYSE70","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.091
"12260","OPM2","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.106
"12261","JVM3","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.121
"12262","MOLP8","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.066
"12263","RH30","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.095
"12264","YH13","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.086
"12265","TM31","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.066
"12266","TYKNU","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.118
"12267","SNU61","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.148
"12268","CALU3","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.069
"12269","HCC202","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.091
"12270","U2932","Cyprinid herpesvirus 1 strain NG-J1, complete genome","NC_019491.1",0.035
